"nome_fantasia","data_inicio_atividades","cnae_fiscal","cep","municipio","porte","dist_1","dist_2","dist_3","dist_4"
"MERCADINHO I.R.M.","20090910","4712100","45500000","3555","1","NaN","NaN","NaN","NaN"
"MERCADINHO IDEAL","20050411","4712100","44600000","3581","1","NaN","NaN","NaN","NaN"
"MERCADINHO IDEAL","20110511","4712100","44695000","3083","1","NaN","NaN","NaN","NaN"
"MERCADINHO ILHA MAR","19970106","4729699","44470000","3963","1","NaN","NaN","NaN","NaN"
"MERCADINHO INDAIA","20101118","4712100","45260000","3803","1","NaN","NaN","NaN","NaN"
"MERCADINHO IRMAOS GEMEOS","19960520","4729699","44698000","3033","1","NaN","NaN","NaN","NaN"
"MERCADINHO ITAPUA","20111129","4712100","41630360","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO J CARVALHO","20030626","4712100","44190000","3875","1","NaN","NaN","NaN","NaN"
"MERCADINHO J L","19960719","4712100","44054314","3515","1","NaN","NaN","NaN","NaN"
"MERCADINHO J R","19970926","4712100","47600000","3377","1","NaN","NaN","NaN","NaN"
"MERCADINHO J. P. SILVA","20061114","4712100","45818000","3807","1","NaN","NaN","NaN","NaN"
"MERCADINHO J. SILVESTRE","20100716","4712100","45360000","3711","1","NaN","NaN","NaN","NaN"
"MERCADINHO JENNIFER","20051213","4729699","45810000","3807","1","NaN","NaN","NaN","NaN"
"MERCADINHO JESSICA","20090116","4712100","42847000","3413","1","NaN","NaN","NaN","NaN"
"MERCADINHO JJ","20050919","4729699","44135000","3515","1","NaN","NaN","NaN","NaN"
"MERCADINHO JLA","20070720","4712100","45206527","3661","1","NaN","NaN","NaN","NaN"
"MERCADINHO JM","19861020","4711302","44002418","3515","5","NaN","NaN","NaN","NaN"
"MERCADINHO JT VARIEDADES","20110610","4712100","45530000","3599","1","NaN","NaN","NaN","NaN"
"MERCADINHO JULIA","20031204","4712100","45710000","3643","1","NaN","NaN","NaN","NaN"
"MERCADINHO JULIANA","20000921","4712100","44718000","3017","1","NaN","NaN","NaN","NaN"
"MERCADINHO JULIANO","20080818","4712100","47200000","3821","1","NaN","NaN","NaN","NaN"
"MERCADINHO JUNIOR","20060104","4712100","48925000","3045","1","NaN","NaN","NaN","NaN"
"MERCADINHO KAMILLA","20040817","4712100","47440000","3281","1","NaN","NaN","NaN","NaN"
"MERCADINHO LACERDA","20100412","4729699","45840000","3535","1","NaN","NaN","NaN","NaN"
"MERCADINHO LIGA DOS ANJOS","20050428","4712100","48011320","3313","1","NaN","NaN","NaN","NaN"
"MERCADINHO LIGA DOS ANJOS","20110415","4712100","48011320","3313","1","NaN","NaN","NaN","NaN"
"MERCADINHO LOPES","19951228","4712100","48905350","3669","1","NaN","NaN","NaN","NaN"
"MERCADINHO LUANA","20071108","4712100","48920000","3669","1","NaN","NaN","NaN","NaN"
"MERCADINHO MARACANA","19961209","4712100","41347300","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO MARAVILHA","19960118","4712100","48800000","3731","1","NaN","NaN","NaN","NaN"
"MERCADINHO MARCOS","20100423","4712100","45870000","3719","1","NaN","NaN","NaN","NaN"
"MERCADINHO MARIA CLARA HERCULES E KEVIN","20120612","4712100","45770000","3701","1","NaN","NaN","NaN","NaN"
"MERCADINHO MARIA DE FATIMA","20000904","4712100","46470000","3829","1","NaN","NaN","NaN","NaN"
"MERCADINHO MARIA LUCIA","20090817","4712100","46770000","3587","5","NaN","NaN","NaN","NaN"
"MERCADINHO MASCARENHAS","20091125","4712100","40252460","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO MASCARENHAS","20120611","4712100","44600000","3581","1","NaN","NaN","NaN","NaN"
"MERCADINHO MAYLANE","20050309","4712100","45620000","3035","1","NaN","NaN","NaN","NaN"
"MERCADINHO MELO","20100607","4712100","46445000","3441","1","NaN","NaN","NaN","NaN"
"MERCADINHO MINE - PRECO","20001213","4712100","46800000","3845","1","NaN","NaN","NaN","NaN"
"MERCADINHO MINI PRECO","20120308","4712100","44690000","3995","1","NaN","NaN","NaN","NaN"
"MERCADINHO MINIPRECO","19971001","4712100","48020510","3313","1","NaN","NaN","NaN","NaN"
"MERCADINHO MIRANDA","20090216","4712100","42802540","3413","1","NaN","NaN","NaN","NaN"
"MERCADINHO MJ","20010704","4712100","48120000","3805","1","NaN","NaN","NaN","NaN"
"MERCADINHO MMY","20080509","4712100","46670000","3673","1","NaN","NaN","NaN","NaN"
"MERCADINHO MORAES","20110920","4712100","44590000","3869","1","NaN","NaN","NaN","NaN"
"MERCADINHO MOREIRA","19981021","4711302","44700000","3651","1","NaN","NaN","NaN","NaN"
"MERCADINHO MOREIRA NEVES","20041015","4712100","48840000","3435","1","NaN","NaN","NaN","NaN"
"MERCADINHO NADER","19991105","4712100","48720000","3683","1","NaN","NaN","NaN","NaN"
"MERCADINHO NASCER DO SOL","20000901","4712100","45609140","3597","3","NaN","NaN","NaN","NaN"
"MERCADINHO NASCIMENTO","20000804","4712100","45445000","3415","1","NaN","NaN","NaN","NaN"
"MERCADINHO NATHY E NATHY CONFECCOES","20040210","4712100","45150000","3507","1","NaN","NaN","NaN","NaN"
"MERCADINHO NORUEGA","20090807","4712100","41500450","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO NOVA ESPERANCA","20000719","4712100","45360000","3711","1","NaN","NaN","NaN","NaN"
"MERCADINHO NOVA FENIX","20100706","4712100","48970000","3901","1","NaN","NaN","NaN","NaN"
"MERCADINHO NOVA SORTE","20090720","4712100","48120000","3805","1","NaN","NaN","NaN","NaN"
"MERCADINHO NOVAES","20090731","4712100","46700000","3561","3","NaN","NaN","NaN","NaN"
"MERCADINHO NOVENTINHA","20120118","4712100","44150000","3851","1","NaN","NaN","NaN","NaN"
"MERCADINHO NOVO VALERIA LTDA","20100706","4712100","41306025","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO NSA APARECIDA","20120316","4712100","47500000","3775","1","NaN","NaN","NaN","NaN"
"MERCADINHO NUNES","20140529","4712100","44780000","3335","1","NaN","NaN","NaN","NaN"
"MERCADINHO OLHE PRECO","19831216","4712100","46800000","3845","1","NaN","NaN","NaN","NaN"
"MERCADINHO OLIVEIRA","20060427","4712100","44915000","3989","1","NaN","NaN","NaN","NaN"
"MERCADINHO OLIVEIRA","20050718","4712100","44800000","3743","1","NaN","NaN","NaN","NaN"
"MERCADINHO OLIVEIRA","20070517","4712100","45460000","3969","1","NaN","NaN","NaN","NaN"
"MERCADINHO OLIVEIRA","20071009","4712100","48970000","3901","1","NaN","NaN","NaN","NaN"
"MERCADINHO OLIVEIRA","20100408","4729699","41720440","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO OPCAO","20110211","4712100","45240000","3709","1","NaN","NaN","NaN","NaN"
"MERCADINHO OPCIONAL","20050308","4712100","41343500","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO PAGUE - MENOS","20060124","4712100","46800000","3845","1","NaN","NaN","NaN","NaN"
"MERCADINHO PAGUE MENOS","20010212","4712100","48970000","3901","5","NaN","NaN","NaN","NaN"
"MERCADINHO PARAISO","20000511","4712100","45435000","3647","1","NaN","NaN","NaN","NaN"
"MERCADINHO PARAISO","19920922","4712100","47200000","3821","1","NaN","NaN","NaN","NaN"
"MERCADINHO PAULO & CICERO","20081118","4712100","45157000","3433","1","NaN","NaN","NaN","NaN"
"MERCADINHO PEREIRA","20070306","4712100","46880000","3595","1","NaN","NaN","NaN","NaN"
"MERCADINHO PET SHOOP DANTAS","20000508","4712100","46530000","3381","1","NaN","NaN","NaN","NaN"
"MERCADINHO PJC","20110413","4399103","48700000","3909","1","NaN","NaN","NaN","NaN"
"MERCADINHO PONTO CERTO","20070813","4712100","47450000","3525","1","NaN","NaN","NaN","NaN"
"MERCADINHO POPULAR","19980102","4712100","48630000","3843","1","NaN","NaN","NaN","NaN"
"MERCADINHO POPULAR","20070509","4712100","44550000","3881","1","NaN","NaN","NaN","NaN"
"MERCADINHO PORFIRIO","20060626","4712100","48900030","3669","1","NaN","NaN","NaN","NaN"
"MERCADINHO PORTO","19890606","4712100","46255000","3975","1","NaN","NaN","NaN","NaN"
"MERCADINHO PORTUGAL","20100630","4712100","44695000","3083","1","NaN","NaN","NaN","NaN"
"MERCADINHO PRECO REAL","19970701","4729699","41215000","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO PRIMAVERA","20010802","4712100","48908548","3669","1","NaN","NaN","NaN","NaN"
"MERCADINHO PRO LAR","19961209","4712100","47300000","3443","1","NaN","NaN","NaN","NaN"
"MERCADINHO QUATRO ESTACOES","20010423","4712100","41830480","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO QUEIROZ","20030526","4712100","46900000","3897","1","NaN","NaN","NaN","NaN"
"MERCADINHO QUIXABEIRA","20031215","4712100","44915000","3989","1","NaN","NaN","NaN","NaN"
"MERCADINHO RABELO","20000814","4712100","48904530","3669","1","NaN","NaN","NaN","NaN"
"MERCADINHO RAMOS","19830414","4712100","46880000","3595","1","NaN","NaN","NaN","NaN"
"MERCADINHO RD","20101018","4712100","44090640","3515","1","NaN","NaN","NaN","NaN"
"MERCADINHO REJANE","19941021","4712100","44790000","3419","1","NaN","NaN","NaN","NaN"
"MERCADINHO RIBEIRAO","19960401","4712100","44052056","3515","1","NaN","NaN","NaN","NaN"
"MERCADINHO RIBEIRO","20050825","4712100","44900000","3593","1","NaN","NaN","NaN","NaN"
"MERCADINHO RIBEIRO","19990118","4712100","47530000","3765","1","NaN","NaN","NaN","NaN"
"MERCADINHO RIBEIRO","20111010","4712100","44092672","3515","1","NaN","NaN","NaN","NaN"
"MERCADINHO RODRIGUES","20071214","4712100","45280000","3571","1","NaN","NaN","NaN","NaN"
"MERCADINHO ROSA DE SARON","20110607","4712100","44830000","3797","1","NaN","NaN","NaN","NaN"
"MERCADINHO S. ROQUE","19990211","4712100","43700000","3913","1","NaN","NaN","NaN","NaN"
"MERCADINHO S&N","19990610","4712100","42825264","3413","1","NaN","NaN","NaN","NaN"
"MERCADINHO SA TELES","20070711","4712100","47500000","3775","1","NaN","NaN","NaN","NaN"
"MERCADINHO SABRINA","20110411","4712100","44940000","3451","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAM","20080808","4712100","48490000","3575","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAMARA","20060512","4712100","48970000","3901","1","NaN","NaN","NaN","NaN"
"MERCADINHO SANTA BARBARA","20030724","4712100","45640000","3317","5","NaN","NaN","NaN","NaN"
"MERCADINHO SANTA CLARA","20070126","4712100","48760000","3341","1","NaN","NaN","NaN","NaN"
"MERCADINHO SANTA LUZIA","20050523","4712100","44925000","3671","1","NaN","NaN","NaN","NaN"
"MERCADINHO SANTANA","19920122","4744099","42805113","3413","1","NaN","NaN","NaN","NaN"
"MERCADINHO SANTIAGO","20100211","4712100","41219600","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO SANTO ANTONIO","20100120","4712100","47600000","3377","1","NaN","NaN","NaN","NaN"
"MERCADINHO SANTO ANTONIO","20061027","4712100","48930000","3497","1","NaN","NaN","NaN","NaN"
"MERCADINHO SANTOS","19970805","4712100","44900000","3593","1","NaN","NaN","NaN","NaN"
"MERCADINHO SANTOS","20080208","4712100","44770000","3793","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO BENEDITO","20070410","4712100","48780000","3371","3","NaN","NaN","NaN","NaN"
"MERCADINHO SAO CARLOS","20110329","4712100","44190000","3875","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO CRISTOVAO","19920316","4712100","45030220","3965","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO JORGE","20020305","4712100","45609085","3597","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO JORGE","20051220","4712100","48650000","3699","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO JORGE","20111103","4712100","44200000","3871","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO JOSE","19731207","4712100","48280000","3721","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO JOSE","19860529","4712100","46880000","3595","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO MIGUEL","19860428","4712100","45360000","3711","3","NaN","NaN","NaN","NaN"
"MERCADINHO SAO PEDRO","20100713","4712100","48970000","3901","1","NaN","NaN","NaN","NaN"
"MERCADINHO SAO ROQUE","20110715","4712100","44320000","3463","1","NaN","NaN","NaN","NaN"
"MERCADINHO SEMPRE VALE","20000814","4712100","46880000","3595","1","NaN","NaN","NaN","NaN"
"MERCADINHO SENHOR DO BOMFIM","19920103","4712100","44915000","3989","1","NaN","NaN","NaN","NaN"
"MERCADINHO SERVE BEM","20050504","4712100","46670000","3673","1","NaN","NaN","NaN","NaN"
"MERCADINHO SH","20080123","4712100","47800020","3363","1","NaN","NaN","NaN","NaN"
"MERCADINHO SIJOGA","20030411","4712100","40391204","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO SILVA","19960919","4712100","47630000","3039","1","NaN","NaN","NaN","NaN"
"MERCADINHO SILVA","20050405","4712100","46860000","3537","3","NaN","NaN","NaN","NaN"
"MERCADINHO SILVA","20110727","4712100","45530000","3599","1","NaN","NaN","NaN","NaN"
"MERCADINHO SILVEIRA","20030321","4712100","48603524","3781","1","NaN","NaN","NaN","NaN"
"MERCADINHO SOANE","19980618","4712100","45700000","3629","1","NaN","NaN","NaN","NaN"
"MERCADINHO SOARES","20080314","4712100","45345000","3653","1","NaN","NaN","NaN","NaN"
"MERCADINHO SOL NASCENTE","20100119","4712100","44655000","3981","1","NaN","NaN","NaN","NaN"
"MERCADINHO SOPHIA","20110531","7739099","48970000","3901","1","NaN","NaN","NaN","NaN"
"MERCADINHO SOUZA","20100727","4712100","48930000","3497","1","NaN","NaN","NaN","NaN"
"MERCADINHO SOUZA","20110121","4712100","44680000","3577","1","NaN","NaN","NaN","NaN"
"MERCADINHO SOUZA","20140604","7319002","44900000","3593","1","NaN","NaN","NaN","NaN"
"MERCADINHO SOUZA PEG-PAG","20060919","4712100","44900000","3593","1","NaN","NaN","NaN","NaN"
"MERCADINHO THAISE","19930325","4712100","48930000","3497","1","NaN","NaN","NaN","NaN"
"MERCADINHO TIGRE","20061108","4712100","45160000","3369","1","NaN","NaN","NaN","NaN"
"MERCADINHO TM","19990318","4712100","44280000","3927","1","NaN","NaN","NaN","NaN"
"MERCADINHO TODA HORA","20110503","4712100","41490340","3849","3","NaN","NaN","NaN","NaN"
"MERCADINHO TODO DIA","20080219","4712100","47200000","3821","1","NaN","NaN","NaN","NaN"
"MERCADINHO UNIAO","19971226","4712100","45230000","3603","1","NaN","NaN","NaN","NaN"
"MERCADINHO UNIAO","20050922","4712100","44920000","3099","1","NaN","NaN","NaN","NaN"
"MERCADINHO UNIAO","20110720","4712100","46800000","3845","1","NaN","NaN","NaN","NaN"
"MERCADINHO VALTER","20090706","4712100","47730000","3421","1","NaN","NaN","NaN","NaN"
"MERCADINHO VAREJISTA NUNES","19791203","4712100","45170000","3935","3","NaN","NaN","NaN","NaN"
"MERCADINHO VERDUFRUTAS","20020313","4712100","41340030","3849","1","NaN","NaN","NaN","NaN"
"MERCADINHO VIANA","20120330","1091102","46250000","3815","1","NaN","NaN","NaN","NaN"
"MERCADINHO VIDA NOVA","20021008","4724500","48280000","3721","3","NaN","NaN","NaN","NaN"
"MERCADINHO VIEIRA","20041125","4712100","45710000","3643","1","NaN","NaN","NaN","NaN"
"MERCADINHO VIEIRA","20040921","4712100","44770000","3793","3","NaN","NaN","NaN","NaN"
"MERCADINHO VILAS BOAS","20081021","4712100","48880000","3861","1","NaN","NaN","NaN","NaN"
"MERCADINHO XICO BENTO","20140603","4712100","45807000","3855","1","NaN","NaN","NaN","NaN"
"MERCADO & HORTIFRUTI PONTO VERDE","20030828","4712100","41219850","3849","1","NaN","NaN","NaN","NaN"
"MERCADO 5F","20001128","4712100","46880000","3595","1","NaN","NaN","NaN","NaN"
"MERCADO BBB","20101210","4711301","45630000","3611","1","NaN","NaN","NaN","NaN"
"MERCADO BELA VISTA","20100614","4712100","46500000","3697","1","NaN","NaN","NaN","NaN"
"MERCADO BOM PRECO","20090623","4712100","47940000","3999","1","NaN","NaN","NaN","NaN"
"MERCADO BOMBONIERE","20081030","4712100","40220100","3849","1","NaN","NaN","NaN","NaN"
"MERCADO CAPENGA","20050505","4712100","42830262","3413","1","NaN","NaN","NaN","NaN"
"MERCADO COMERCIO DE ACESSORIOS","20081114","4530703","44036331","3515","1","NaN","NaN","NaN","NaN"
"MERCADO DAS EMBALAGENS","20030625","4686902","46900000","3897","1","NaN","NaN","NaN","NaN"
"MERCADO DE COMUNICACAO","20000808","5829800","44077570","3515","1","NaN","NaN","NaN","NaN"
"MERCADO DO CLEBER","20010823","4712100","47800735","3363","1","NaN","NaN","NaN","NaN"
"MERCADO DO CONSTRUTOR","20091113","4744005","45055235","3965","3","NaN","NaN","NaN","NaN"
"MERCADO DO VALMIR","20060428","4712100","48300000","3471","1","NaN","NaN","NaN","NaN"
"MERCADO E ACOUGUE NOSSA SENHORA DE LOURDES","20120321","4712100","48490000","3575","1","NaN","NaN","NaN","NaN"
"MERCADO E ACOUGUE TURISTA","20100430","4712100","47850000","1112","1","NaN","NaN","NaN","NaN"
"MERCADO E PADARIA PAO DE LO","20100430","4712100","46900000","3897","1","NaN","NaN","NaN","NaN"
"MERCADO E PADARIA PARAISO","20120409","4712100","40713360","3849","1","NaN","NaN","NaN","NaN"
"MERCADO ECONOMICO","20090127","4712100","40391160","3849","1","NaN","NaN","NaN","NaN"
"MERCADO ELIENE","20081010","4772500","45030140","3965","1","NaN","NaN","NaN","NaN"
"MERCADO FAMILIA","19950329","4712100","45994123","3993","5","NaN","NaN","NaN","NaN"
"MERCADO FORTUNATO","20101018","4712100","41245020","3849","1","NaN","NaN","NaN","NaN"
"MERCADO FRANGAO","20080320","4712100","44190000","3875","1","NaN","NaN","NaN","NaN"
"MERCADO HENRIQUE E CONSTRUCAO","20051130","4712100","45310000","3941","1","NaN","NaN","NaN","NaN"
"MERCADO KENNEDY","20120612","4712100","48020030","3313","3","NaN","NaN","NaN","NaN"
"MERCADO MAISA","20040311","4712100","47400000","3971","1","NaN","NaN","NaN","NaN"
"MERCADO MARTINS","20100224","4711302","44880000","3405","1","NaN","NaN","NaN","NaN"
"MERCADO MEDEIROS","20110425","4711302","47630000","3039","1","NaN","NaN","NaN","NaN"
"MERCADO MILLER","20000419","4712100","45800000","3367","1","NaN","NaN","NaN","NaN"
"MERCADO MONTE SINAI","20011015","4712100","45860000","3425","1","NaN","NaN","NaN","NaN"
"MERCADO NETO","19931201","4723700","40720250","3849","5","NaN","NaN","NaN","NaN"
"MERCADO NOVA OPCAO","19900213","4712100","47760000","3917","1","NaN","NaN","NaN","NaN"
"MERCADO NOVACAO","20110112","4712100","45204180","3661","1","NaN","NaN","NaN","NaN"
"MERCADO OLIVEIRA","19971003","4712100","46730000","3013","1","NaN","NaN","NaN","NaN"
"MERCADO OLIVEIRA","20060203","4712100","42828580","3413","1","NaN","NaN","NaN","NaN"
"MERCADO PAGUE MENOS","20110127","4729699","45038455","3965","1","NaN","NaN","NaN","NaN"
"MERCADO PAJEU","20080701","4712100","44920000","3099","1","NaN","NaN","NaN","NaN"
"MERCADO PAO NOSSO","20090306","4712100","45604355","3597","1","NaN","NaN","NaN","NaN"
"MERCADO PERALTO","20040928","4712100","48990000","3255","1","NaN","NaN","NaN","NaN"
"MERCADO PRAKASA","20110111","4712100","44091238","3515","1","NaN","NaN","NaN","NaN"
"MERCADO PRECO BOM","20101221","4712100","48700000","3909","1","NaN","NaN","NaN","NaN"
"MERCADO QUELIANE","20120202","4789005","40060180","3849","1","NaN","NaN","NaN","NaN"
"MERCADO RODRIGUES","20000314","4712100","45345000","3653","3","NaN","NaN","NaN","NaN"
"MERCADO SANTA RAFAELA","20060327","4712100","47807480","3363","1","NaN","NaN","NaN","NaN"
"MERCADO SAO JORGE","20101126","4712100","45365000","3291","1","NaN","NaN","NaN","NaN"
"MERCADO SAO JOSE","20050318","4712100","42828576","3413","3","NaN","NaN","NaN","NaN"
"MERCADO SAO JOSE","20090528","4712100","45910000","3315","1","NaN","NaN","NaN","NaN"
"MERCADO SAO JOSE","20120410","4712100","44970000","3547","1","NaN","NaN","NaN","NaN"
"MERCADO SAO MATEUS","20111128","4712100","45996140","3993","1","NaN","NaN","NaN","NaN"
"MERCADO VILA VELHA","19860415","4711301","46140000","3691","1","NaN","NaN","NaN","NaN"
"MERCAMIX","20071205","4744099","47808460","3363","1","NaN","NaN","NaN","NaN"
"MERCAMPOS","20100419","4712100","47800432","3363","1","NaN","NaN","NaN","NaN"
"MERCANTIL AMORIM BULHOES","20070328","4744005","45023000","3965","5","NaN","NaN","NaN","NaN"
"MERCANTIL BANDEIRANTES","20040206","4712100","45200130","3661","1","NaN","NaN","NaN","NaN"
"MERCANTIL SAO RAFAEL","19900504","4712100","46190000","3773","1","NaN","NaN","NaN","NaN"
"MERCANTIL SOUSA","20111215","4712100","45480000","3749","1","NaN","NaN","NaN","NaN"
"MERCANTIL UTILIDADES","19980114","4712100","44915000","3989","1","NaN","NaN","NaN","NaN"
"MERCATTO CERAMICO","20060203","4613300","45816000","3807","1","NaN","NaN","NaN","NaN"
"MERCEARIA","20020108","4712100","46300000","3399","1","NaN","NaN","NaN","NaN"
"MERCEARIA A & J","20111018","4724500","40730525","3849","1","NaN","NaN","NaN","NaN"
"MERCEARIA ALCINO FERREIRA","20101028","4712100","45840000","3535","1","NaN","NaN","NaN","NaN"
"MERCEARIA ALMEIDA","19940126","4712100","45310000","3941","1","NaN","NaN","NaN","NaN"
"MERCEARIA ALMEIDA","19820325","4744099","45160000","3369","1","NaN","NaN","NaN","NaN"
"MERCEARIA ANDRADE","20010809","4712100","46430000","3533","1","NaN","NaN","NaN","NaN"
"MERCEARIA ANDRADE","19721128","4712100","45065030","3965","1","NaN","NaN","NaN","NaN"
"MERCEARIA ANDRE LUIZ","20010522","4712100","46460000","3769","3","NaN","NaN","NaN","NaN"
"MERCEARIA AVELAR","20140617","4712100","45970000","3621","3","NaN","NaN","NaN","NaN"
"MERCEARIA AVENIDA","20051123","4712100","45890000","3779","1","NaN","NaN","NaN","NaN"
"MERCEARIA BARBOSA","20030212","4712100","47630000","3039","1","NaN","NaN","NaN","NaN"
"MERCEARIA BOM PRECO","20080922","4712100","44200000","3871","1","NaN","NaN","NaN","NaN"
"MERCEARIA BOM VIVER","20061120","4712100","46880000","3595","1","NaN","NaN","NaN","NaN"
